clt_id,clt_tax_nb,clt_emp_1,clt_emp_2,clt_emp_3
1479,1,174951,,44313
1076,2,103081,,
1476,1,132419,,15154
1402,8,132990,,
192,1,107395,,36814
174,5,48658,,41747
563,1,34690,,
5,1,29613,,38670
919,3,18683,,9362
17,4,154575,,42173
610,4,,145274,24789
856,12,199883,,
955,1,37801,,
433,2,113056,,
874,12,26099,,
1436,1,193228,,24678
1017,1,93116,,
934,3,,169980,
696,3,,146209,
820,8,,214563,41555
7,1,18761,,
125,11,,71920,
1245,1,90208,,
761,11,,54171,
922,2,183192,,16671
333,12,146212,,
1032,6,,79321,5334
1190,5,96834,,
513,7,,87259,
146,2,44430,,37198
1074,4,98696,,43415
560,1,143371,,
229,3,163357,,42171
655,4,73087,,
1300,12,32885,,22872
1135,6,81901,,22870
1336,4,83931,,8282
1105,1,192751,,
1549,1,188782,,12693
1317,2,112676,,
906,5,,82213,
1017,2,120783,,
447,10,20408,,32333
1407,8,,,10989
851,1,182684,,
977,3,,264068,
588,4,,70261,
989,8,,,37368
607,11,147361,,
960,10,59287,,
1344,11,,84281,17657
324,4,25969,,40111
1224,8,,,
982,12,139027,,
291,12,26904,,
233,9,22553,,
80,5,,145264,29847
963,1,25273,,33113
56,12,,,16330
1439,10,68716,,25924
378,1,173295,,
99,6,116869,,
1341,1,115235,,17491
1217,8,199157,,
536,9,,,44478
283,1,,187010,30041
718,11,189582,,
1114,5,140346,,
692,2,44478,,
856,5,187895,,
418,11,143613,,
690,1,107689,,
630,11,33447,,
1010,5,44400,,18558
98,2,17034,,
805,9,32946,,41626
592,2,37067,,23349
1003,7,177102,,
565,4,133267,,
1329,12,40731,,
174,7,154393,,13667
484,8,,157599,
885,5,193308,,33244
1202,7,57113,,
1162,1,133959,,
769,7,109388,,12126
140,1,77057,,
1602,1,125990,,
685,12,40205,,
40,8,97452,,
1335,10,84610,,36232
943,1,,,
1303,6,33537,,
1310,7,,271902,
62,2,93928,,
1272,6,66784,,33478
1010,7,130912,,15450
798,6,196685,,34362
1109,7,62023,,25730
756,9,143846,,
1221,4,152705,,34051
1154,6,177809,,
912,5,131524,,
105,2,142533,,
435,12,175847,,
546,11,77213,,27197
885,3,43695,,41950
898,5,15098,,
1339,2,36355,,13580
579,4,89034,,
1513,3,17749,,25456
970,1,15382,,
874,8,126794,,
938,3,,266903,
309,11,22193,,
1261,10,28241,,
1365,11,,281704,24707
1021,6,172364,,19212
723,12,135453,,
893,1,,183935,
671,3,78804,,
447,11,147140,,12461
512,1,107764,,
1315,6,124674,,
185,11,120300,,12931
339,1,100498,,
17,1,92275,,6572
496,9,59901,,
570,3,39144,,
740,10,26319,,
813,7,62882,,
702,2,,159889,7272
1429,5,,129103,28005
736,12,73114,,23502
573,10,,158154,13717
726,3,53948,,
1375,12,194052,,
1144,9,198805,,
583,1,102675,,
822,5,161824,,
1197,12,175309,,
1331,7,178309,,
87,2,,70923,36574
62,9,177754,,
1578,5,137341,,
1006,2,75026,,
312,10,196370,,44445
1426,1,,122778,30883
724,1,104895,,29065
117,1,,126540,24415
18,11,15736,,32084
886,6,52922,,35492
1230,8,160744,,
884,1,185240,,22170
624,1,,293915,8691
849,9,27719,,42467
1082,1,181548,,21734
1310,1,,218182,
108,1,137573,,37137
103,5,188885,,25041
1059,10,,133904,12913
1246,1,,132994,19613
919,1,103748,,9658
1625,1,,,30433
806,7,42490,,
77,4,34453,,
332,3,,231383,
136,12,40715,,
227,3,,295263,
576,5,,175366,5724
509,11,,,28644
1106,9,191304,,
466,1,102634,,
298,4,73411,,
1582,7,,58335,
164,3,155110,,
1417,9,151598,,
149,11,,216303,44021
1213,7,,217300,16070
1562,6,86552,,
1057,3,,258359,23140
1493,7,181108,,
704,1,115437,,27941
307,1,172644,,38446
1536,5,,155034,22443
573,2,,81317,24897
440,6,62402,,
458,9,,157731,26763
422,1,95037,,
252,1,145033,,24660
755,3,152040,,10145
293,11,195173,,
175,1,44723,,
873,2,132176,,7677
1441,1,,298240,
972,9,18996,,
309,5,39023,,
1249,12,99411,,
765,2,55866,,33133
1503,5,55310,,26892
1532,5,133035,,
1342,12,,69564,
1439,1,136730,,21421
483,4,,,
1476,12,60681,,12413
1483,11,153089,,
1109,2,134347,,20156
914,6,,103122,27966
488,2,154763,,
1613,12,198803,,29157
720,10,194318,,34865
1006,4,181172,,
1131,8,180323,,
730,1,141850,,
500,11,,73449,
27,10,169790,,
1345,4,27284,,
767,1,158107,,
1123,6,96176,,9694
461,1,199101,,19144
710,7,84409,,5331
1229,8,117607,,
186,3,82129,,
1081,1,117486,,
228,8,127818,,
1206,8,171745,,15854
422,9,148872,,
205,4,33547,,
1605,2,61021,,
482,7,73458,,
82,2,,199650,42818
551,1,168863,,
1243,1,,,17979
147,1,161556,,
285,10,133486,,
294,1,78028,,
1465,4,,182389,32074
360,7,87431,,
66,10,115958,,
1610,1,19491,,
842,8,,,28107
759,10,132832,,
932,3,,281388,38724
1311,1,84527,,
819,1,22005,,
1467,5,76224,,9294
663,12,85320,,
213,6,155238,,22099
796,7,68257,,43061
706,12,117906,,
55,2,168303,,36236
859,9,113034,,
59,10,164197,,
1118,12,177904,,
998,7,53333,,5324
1,4,36506,,
48,7,,206695,12120
1323,1,116163,,40239
596,4,,224493,9890
1475,4,95978,,17263
601,8,135661,,
631,6,128166,,
1244,6,52817,,
541,12,164070,,
486,1,181345,,
1000,1,175819,,31605
891,7,173351,,
447,7,58416,,36183
1495,5,79536,,
1625,2,,,40642
1168,2,149363,,
244,6,,61269,13411
417,1,74572,,17964
1230,3,83352,,
546,1,67625,,43656
384,1,,231676,
1280,6,,231243,
1189,6,,252992,
1512,5,,68604,29307
231,9,51891,,
804,4,119440,,21636
1450,1,,56861,
1373,12,68237,,13097
1180,6,87410,,
1289,1,65734,,
1575,1,,199138,28674
713,9,,294912,
1230,1,47356,,
1571,9,,290115,
1044,12,105819,,42222
879,4,130389,,
1073,2,97487,,
1578,12,39073,,
755,2,26621,,34978
569,4,149520,,
723,8,193192,,
1101,7,31341,,31447
572,6,133718,,
1421,6,94970,,
1384,1,119698,,7494
303,9,34778,,
1614,10,55180,,
538,4,83519,,
1365,1,,128697,27070
945,1,126405,,
1161,9,68809,,41671
464,10,135767,,26993
228,6,95568,,
427,9,,102431,28896
54,1,152273,,
1254,10,,208454,
1073,11,137350,,
938,8,,191717,
618,9,57978,,
613,9,,110760,
576,7,,82332,29132
6,1,41757,,
659,10,,160736,
137,3,179290,,
436,8,,,
1421,5,178529,,
278,11,54661,,
469,2,136852,,12295
859,5,66795,,
1619,12,185057,,23297
333,1,24417,,
602,6,46352,,
751,1,152338,,17380
995,12,,278943,
298,5,81850,,
100,1,,72467,
539,2,161391,,32678
1614,3,198033,,
201,5,,194119,
789,12,18868,,
531,4,,76970,38656
1387,11,,,41415
1379,5,,252535,
758,6,101322,,33918
778,9,,260248,27114
962,9,26249,,
1285,1,,296198,43800
220,9,,207923,
621,1,42422,,
209,8,188848,,
1482,10,150063,,19735
119,1,197830,,32554
857,8,128835,,25338
109,7,16868,,
140,5,16551,,
1,9,141952,,
1058,1,130563,,
1633,7,167678,,
974,6,27904,,21975
1475,6,179343,,22162
740,1,198471,,
226,6,88398,,
1068,5,39194,,28892
898,11,199467,,
27,11,94917,,
705,6,159405,,
44,4,45178,,
678,4,72784,,
1063,4,48059,,
1115,11,156979,,43139
1013,1,,64716,17604
645,3,162558,,21923
158,11,53342,,
54,4,27774,,
732,1,113615,,
766,8,182114,,12427
154,1,178195,,15590
889,12,191719,,
1296,1,153040,,
701,10,81671,,
48,6,,290667,16922
1248,2,30458,,11573
560,10,91279,,
411,1,128122,,
482,10,178849,,
1102,3,,,
119,11,94303,,26911
791,3,162348,,
600,7,78573,,
537,1,,,30838
418,10,56942,,
1027,6,,,
1004,1,56355,,
2,3,31498,,
966,5,,54769,
23,7,56640,,41849
684,8,160950,,8740
600,10,74695,,
124,2,34952,,34759
209,12,16617,,
791,1,86923,,
406,5,,247627,
251,1,42134,,25837
657,10,74733,,20735
668,1,72242,,
1531,12,89411,,36838
1616,11,,,
514,11,,298372,
793,12,56436,,
139,10,102918,,42917
750,2,153629,,
402,3,105106,,
1550,11,188186,,8803
1346,7,152100,,38223
1187,4,,252942,38102
1438,4,44121,,
890,5,100120,,
496,4,43371,,
953,5,147749,,
448,3,193523,,36527
591,1,101449,,
402,6,125640,,
253,10,80229,,
489,9,155007,,15694
625,1,,202486,
497,1,158853,,
217,8,149087,,13015
682,1,194771,,16160
1127,10,18486,,28008
1181,12,75519,,
281,5,78534,,16931
318,1,51154,,
153,1,,75120,
1481,12,,132360,32115
1119,10,24290,,
544,1,122869,,
84,6,,142324,33599
911,2,183413,,6249
1465,5,,152862,21346
1283,2,,255128,37365
558,7,85227,,
1013,11,,57994,7067
1272,10,160136,,22784
1125,10,,202787,11740
1384,11,88754,,6156
1366,10,56977,,27820
1624,9,146689,,
216,4,178036,,37613
1063,2,141395,,
587,1,,180258,22034
1384,3,17895,,20334
784,1,,267896,
1314,7,182720,,29038
530,3,77015,,42324
749,4,171740,,
274,4,172585,,22759
953,10,46450,,
328,6,155670,,
468,2,199542,,7059
1410,5,87756,,8031
1079,9,146877,,
210,6,107711,,12253
898,1,135497,,
1256,4,28889,,39818
1133,10,106238,,
1316,6,79804,,
1083,3,26132,,42768
1234,3,82338,,
116,5,51677,,27115
974,1,52582,,29014
29,10,,,36936
61,4,,52554,
1198,10,154531,,
1169,6,126497,,36333
43,11,41083,,
976,1,,98162,9172
796,8,174300,,29594
13,1,117908,,
652,11,187397,,20028
498,1,,,
1478,8,30688,,
331,5,103759,,
372,2,,231292,9256
489,4,159848,,14558
902,10,31379,,33585
23,2,180274,,19973
1019,1,199745,,
199,9,155557,,
1420,5,152263,,39079
1088,3,127525,,17205
1353,1,130437,,21791
55,1,119267,,23611
180,5,116929,,16145
750,3,124560,,
1347,10,143941,,
759,6,57173,,
1044,1,75889,,27813
126,1,152103,,
1298,1,,284565,
1292,3,180704,,36536
104,3,33908,,
402,4,187186,,
906,1,,93781,
1498,5,103512,,
702,8,,252596,7543
295,8,153481,,22650
1272,4,126619,,13364
348,1,158156,,
967,5,,,
692,10,114731,,
1056,4,26994,,
540,1,,278707,
1151,2,,192461,
1066,1,102210,,34861
1045,4,188962,,
720,2,63564,,5780
560,12,64476,,
939,3,160067,,
829,7,28708,,27695
1075,8,163315,,
771,1,71788,,
564,12,,156383,
1410,2,92282,,18185
159,12,88801,,
1584,7,,,
216,10,84856,,42558
1057,9,,255090,13920
859,1,62744,,
571,12,,152220,20928
524,12,146562,,
1360,3,55120,,
651,3,,177168,28027
1520,6,146466,,
683,1,192727,,8654
305,2,33379,,
1400,8,,124210,19429
673,10,,57611,
1190,7,89937,,
1242,1,165113,,
687,5,38541,,38694
341,3,,87810,
1415,1,25679,,
1409,5,162772,,
1586,5,180814,,17963
380,4,,,9479
606,12,183667,,
667,6,16839,,15511
236,1,92747,,11880
778,4,,188647,25429
473,8,35547,,16372
1074,7,82720,,23945
1589,7,51851,,
1451,6,86937,,14571
918,3,,,35075
487,4,144983,,
566,1,63113,,
823,2,45936,,13413
168,11,165255,,
1364,1,133310,,
601,5,136922,,
1470,3,,182091,12840
507,1,73839,,
1364,3,175909,,
749,7,78807,,
1221,10,197214,,19211
1098,9,49910,,25557
237,5,88842,,
984,4,,85928,
985,12,110482,,
515,6,194745,,
377,1,112267,,
676,11,111204,,11764
374,10,70425,,
898,2,119044,,
860,1,,103543,
715,1,132196,,32140
893,11,,290432,
347,6,143284,,34517
728,12,181500,,
1342,6,,94532,
1359,12,172841,,22607
737,10,85234,,
335,12,104552,,22282
743,4,29279,,10247
1149,11,36984,,27485
1609,7,93209,,6674
329,2,106620,,31724
1508,8,,232096,
299,1,30792,,
10,12,119667,,
1224,6,,,
347,2,119496,,23475
3,9,194539,,
310,6,,274880,11603
1100,1,131328,,
1345,1,154912,,
571,4,,107012,36529
121,2,175807,,
489,10,160894,,27867
1207,12,70613,,39282
186,7,155636,,
1179,8,101818,,
1273,3,,116324,
1364,2,42434,,
110,6,184922,,
1202,3,16822,,
828,10,50434,,
891,4,86216,,
530,1,76112,,24078
417,4,71837,,41990
1562,5,196283,,
16,8,,156398,
1007,7,177796,,16181
1221,8,51013,,41723
1613,8,114600,,38153
692,7,55400,,
379,8,105610,,
553,12,123319,,
1565,7,131137,,
129,4,,82855,26215
93,8,109038,,38295
180,8,124742,,6703
1392,3,168781,,33541
1320,2,,91896,
4,2,150520,,12986
256,1,,204760,30106
1081,3,149581,,
209,1,168392,,
679,5,157525,,21003
1435,1,132068,,
670,4,31704,,
556,4,89185,,
1248,11,170352,,32940
85,5,16623,,43155
5,5,92566,,6275
99,3,111637,,
1512,10,,179871,14838
1587,6,,45415,
282,1,,178699,
836,7,157872,,
244,1,,118145,37737
1370,9,23911,,
745,3,90369,,5133
52,9,33121,,17059
259,9,33707,,
980,7,196614,,30968
305,7,84300,,
146,11,115309,,5763
467,1,,280417,
608,6,,84814,
127,3,26114,,10769
1467,1,39430,,8242
1487,3,131363,,
193,12,186005,,
1480,1,37832,,
152,8,130631,,37505
133,1,,212530,44851
857,6,141483,,18389
796,1,56979,,11596
1306,1,,207277,5894
926,2,27997,,
828,12,186684,,
568,1,125968,,
603,1,23415,,22672
402,1,189796,,
1290,4,21239,,34210
1345,8,189952,,
650,6,181441,,
816,2,165609,,
1148,12,,180537,8334
1176,7,198686,,12834
835,6,,,29196
207,4,,,40820
655,1,88745,,
750,9,186542,,
1386,8,159443,,
1489,2,179411,,11678
535,1,76062,,7645
1520,4,141433,,
913,8,95928,,
105,5,76671,,
1297,9,,135423,36297
775,4,79398,,34048
878,1,135659,,
215,6,127039,,29475
1072,9,71680,,
1077,12,151120,,12123
364,10,59373,,33827
816,10,105898,,
1028,10,22364,,
137,9,68567,,
1362,7,92147,,
474,12,17214,,
949,12,164608,,14399
1039,7,,102310,
172,2,94963,,34246
46,10,89908,,
265,5,16528,,24011
1070,7,20428,,
1070,11,184387,,
525,7,,292943,
389,11,34370,,6585
952,1,188192,,
1487,8,64126,,
52,1,121145,,13637
310,1,,65223,32930
1051,9,187948,,
814,11,124692,,
309,4,197963,,
1291,1,,222738,25051
437,2,86676,,6042
1410,1,146177,,27559
764,1,,129052,33911
1232,1,166651,,
328,3,128604,,
1082,4,62230,,29352
341,6,,197305,
1608,1,38194,,28038
27,1,68673,,
1225,7,,273892,16399
656,4,150628,,
849,12,125081,,13905
1125,1,,179878,27174
1624,2,199291,,
787,1,162169,,16541
946,10,44704,,
771,8,148644,,
702,5,,95051,19531
176,8,144218,,
211,6,158072,,
398,10,182532,,19196
1188,3,32058,,38624
71,3,66643,,33015
516,3,39884,,
521,11,58280,,
922,6,159818,,36507
192,12,82219,,31591
968,11,94856,,25923
1387,1,,,28992
1497,8,,85780,
63,12,,138142,
653,10,109897,,36308
630,1,174716,,
2,9,155783,,
1620,2,,237962,
59,1,156454,,
217,12,52419,,17109
134,9,23747,,
140,2,31286,,
1271,7,65907,,
1565,1,160450,,
918,9,,,44382
5,7,137609,,11564
857,7,188466,,6615
723,7,139788,,
661,12,,154144,
74,5,160103,,
464,8,133982,,37766
179,10,191688,,21964
1242,7,112323,,
1188,7,133634,,9815
916,10,,115636,7161
448,8,195602,,20367
1434,4,121395,,
41,12,142410,,
868,5,187242,,
1286,3,94977,,17547
1159,7,,,40850
736,8,177840,,15131
1557,1,99399,,
953,2,152570,,
1605,5,122255,,
310,3,,141358,36856
286,4,,109529,
470,10,,183200,
1031,7,180379,,
1177,4,,250419,
894,5,111612,,
538,2,180534,,
549,11,114963,,7767
247,1,79780,,
1557,4,29996,,
608,1,,65876,
42,1,57536,,40944
807,9,65977,,
138,2,48044,,
1469,11,157251,,
1116,1,169180,,
1324,1,182376,,8652
1256,12,77816,,37220
963,4,46219,,33841
1632,12,,,31253
180,6,133349,,12975
1231,1,162742,,
1355,1,83042,,30284
598,12,123360,,
1579,1,63526,,35938
1050,1,109619,,26766
1585,11,116760,,5199
657,1,53532,,22260
315,7,111268,,
349,1,,202442,25870
647,8,94751,,10243
716,9,107561,,42769
539,6,160733,,44070
36,6,35933,,6490
857,3,56084,,15175
1115,10,150529,,18922
565,9,30482,,
1617,7,,,14137
1552,9,179456,,9359
1183,2,,258257,
1128,6,,80665,28281
961,11,98171,,
1346,1,58707,,29850
1242,11,113772,,
945,7,105601,,
933,4,26534,,
378,2,188930,,
168,1,20735,,
111,1,118274,,
143,1,,72400,
1427,5,,277853,
1616,6,,,
268,7,173334,,25587
1408,11,53926,,26666
803,9,,63947,
40,12,122428,,
304,1,184241,,
1176,11,33245,,6151
168,10,55889,,
1572,7,,,
1099,8,72244,,
1540,3,61300,,42407
379,4,98843,,
1491,4,,143855,
810,1,42416,,
1499,12,30721,,26908
1409,1,71116,,
1064,12,31950,,
807,10,110552,,
1344,12,,243594,43872
622,7,23001,,
1008,12,,203886,15707
600,1,80776,,
1137,7,46211,,28669
97,5,,235887,
516,2,98064,,
718,5,176284,,
1400,9,,81508,18894
1402,9,164518,,
999,4,80465,,
864,9,102297,,33253
428,1,117684,,21468
78,1,60503,,
1465,1,,81611,31166
1597,1,47820,,8072
3,1,135831,,
285,1,102163,,
434,1,155145,,
470,7,,127456,
656,12,21283,,
347,10,199545,,10855
765,10,150296,,12994
511,6,,114432,
1400,6,,145391,40335
1367,1,,234239,
664,1,91020,,42587
943,7,,,
868,12,151064,,
1361,1,98486,,6187
651,2,,181530,44411
463,7,196128,,
221,5,171175,,
1521,2,188073,,25031
453,1,61810,,40547
804,2,18266,,24626
1395,9,148165,,
1338,3,,61341,
935,9,63283,,
916,4,,195553,42268
1473,5,173706,,30006
1190,4,121116,,
1409,11,16943,,
519,1,179630,,
949,6,100779,,5813
548,12,28983,,
540,10,,196437,
37,1,83403,,
967,1,,,
1413,1,90018,,
1143,4,65226,,21977
228,1,167922,,
951,2,,111840,38162
1604,6,,108972,6643
956,6,138245,,
1139,10,148973,,10509
1470,10,,54846,40201
158,12,103953,,
585,1,126228,,23816
1580,2,,114494,37967
549,8,178540,,34802
949,7,186527,,28101
111,2,153999,,
588,7,,200049,
665,1,45076,,
209,7,72878,,
1035,12,58570,,34857
274,10,34089,,44154
1365,2,,277289,14521
987,1,,166627,
44,6,49804,,
423,6,154199,,
763,12,51987,,
56,1,,,34446
604,7,147481,,
143,3,,108144,
146,4,35837,,27378
1564,3,,263773,
840,8,180740,,
4,5,106485,,21963
636,12,,,13035
175,7,92644,,
239,7,128120,,
1335,7,21308,,15341
654,1,130842,,
1313,4,143651,,31331
81,8,,208790,11684
458,6,,254630,15609
846,10,139315,,
313,3,170451,,
1271,4,85178,,
1259,11,139823,,14684
758,1,71545,,43479
1401,1,,108326,27925
552,12,144490,,22161
588,2,,261926,
11,11,80441,,23899
1177,1,,202018,
1620,1,,186429,
489,1,122504,,16591
610,12,,247636,35285
1597,6,192976,,9626
1282,1,173583,,
828,1,177265,,
1349,1,51816,,
1469,3,15456,,
444,12,,133441,
1513,12,52375,,35263
1077,9,153584,,10996
1269,6,30791,,
396,2,,48740,15662
1256,5,55656,,21005
367,2,181855,,18424
208,1,178420,,
705,9,27258,,
429,1,,168950,16087
613,5,,64041,
268,9,154925,,11297
471,2,52854,,31093
47,8,65340,,38301
267,1,,,
839,3,119652,,
983,12,,225474,39195
1023,8,107800,,
392,5,27679,,
1564,1,,119990,
183,12,134154,,20190
1346,5,112901,,39219
27,2,140297,,
1569,7,108348,,
1041,4,17564,,
332,1,,252404,
1507,6,111340,,19992
187,3,95551,,
1563,2,76750,,
121,3,44413,,
342,10,196855,,
339,8,103126,,
36,4,45046,,23808
1098,2,52129,,7713
1365,5,,89254,13204
1309,11,139701,,24801
152,6,117614,,22344
1241,6,70720,,5164
966,1,,264762,
602,3,93316,,
1010,3,156451,,27093
676,4,98811,,14609
909,1,163188,,
736,2,69500,,42485
1552,3,61953,,6484
1195,5,,233301,42844
110,12,104182,,
968,4,21099,,44521
1414,8,162065,,
548,2,47019,,
1068,6,140132,,41290
1189,5,,223366,
873,12,62827,,28243
527,12,168126,,
397,11,133512,,
80,7,,89011,8226
473,9,124319,,35499
635,4,142145,,43304
671,7,78421,,
1568,7,38759,,34765
1279,9,,105869,
123,4,168524,,36461
1101,1,58424,,23481
118,9,199443,,
974,4,138095,,14965
672,1,54513,,
1045,10,177756,,
281,4,112454,,15846
322,4,190238,,25660
1220,7,43431,,29879
1546,10,,84927,33528
452,4,154255,,
1104,12,60575,,24888
299,4,44869,,
293,2,31828,,
588,3,,118497,
466,2,77364,,
919,7,96193,,29267
242,3,63260,,11270
505,1,61162,,
1338,10,,201444,
1068,10,21562,,7191
835,1,,,14127
1404,1,,,
1239,9,168876,,
539,11,174654,,26608
1314,3,166730,,37623
828,8,96659,,
1436,10,26289,,15701
385,8,65200,,
339,10,15526,,
1366,7,96726,,12151
757,11,50348,,
366,3,,71123,
9,9,,77833,35445
868,1,131299,,
1422,10,178344,,
442,4,,136425,
1519,9,,296692,6252
1236,3,17356,,32836
410,6,,125981,
963,2,156994,,6862
1293,3,100588,,
502,2,,,
443,10,181308,,
302,11,,131814,
888,12,28088,,43088
372,1,,219347,25267
1303,1,179518,,
872,3,,,
1180,3,47033,,
204,12,32127,,35550
638,1,,,
1231,8,92447,,
849,8,101932,,16519
518,11,135484,,33316
210,4,63404,,42862
574,11,176773,,19109
177,1,,76697,
95,6,155777,,35334
1233,8,,,
1433,5,,109072,
1283,7,,299123,27225
1179,7,37360,,
394,1,169842,,24969
846,4,73712,,
641,1,37400,,
946,8,192232,,
250,11,155331,,26986
516,5,161107,,
105,1,55893,,
914,1,,189238,36216
1525,2,,171323,
1087,10,,190742,
1169,10,77516,,43734
985,2,119437,,
726,1,40984,,
422,6,149951,,
1188,5,180796,,14014
1103,1,,272422,
847,11,,85699,32708
935,11,110177,,
737,9,61170,,
1073,6,153624,,
780,11,65730,,
430,1,,,
342,2,135916,,
745,9,106759,,21893
607,12,86679,,
428,8,130310,,7223
326,4,154129,,
1229,5,194088,,
1595,9,103636,,12909
1045,11,83502,,
634,6,156232,,
1498,7,27412,,
661,11,,89905,
266,12,,251747,
99,7,58437,,
1308,8,171554,,
261,9,,,34713
182,1,114409,,
1010,8,166727,,21843
723,2,142366,,
1098,1,27182,,32057
782,6,172266,,
1375,2,101980,,
692,11,149211,,
1036,5,131182,,11096
130,1,104320,,
1545,1,172314,,
298,2,157325,,
1102,4,,,
1064,6,75498,,
5,8,142742,,11870
354,1,,263098,20907
884,12,58608,,16114
865,1,91002,,
884,3,36904,,28119
601,10,188040,,
395,4,18488,,5523
1339,10,130352,,35043
1293,5,27270,,
650,1,50050,,
10,2,191218,,
247,3,54154,,
1392,12,48788,,44988
1386,6,88289,,
1358,10,120448,,
54,10,65939,,
1628,4,45122,,25685
1585,3,116572,,36184
842,9,,,15960
1097,1,70254,,
1599,6,,240904,
1219,1,113446,,
1357,1,75899,,
675,5,,243334,
488,6,147003,,
406,12,,272394,
704,3,77177,,25408
671,1,78748,,
1395,1,157709,,
372,12,,194757,13361
824,1,144375,,10448
951,9,,55928,29659
510,5,,293666,25551
223,2,162478,,
414,12,111421,,
100,9,,89924,
1408,10,184720,,24409
1589,1,171663,,
53,11,143992,,
857,10,90123,,39573
982,1,22242,,
679,10,121367,,14021
1235,6,151502,,
685,8,121090,,
1500,12,,156613,
579,8,29734,,
1233,4,,,
1507,8,116615,,17938
398,3,180139,,20897
768,3,134285,,
1296,6,119276,,
892,12,73476,,38510
820,9,,60042,33406
246,11,63155,,26233
920,1,185887,,8509
1443,1,,98160,33550
697,1,,213689,
1483,12,85797,,
1615,10,,102465,
1318,1,120373,,
441,2,43814,,
1349,7,107978,,
785,3,138691,,
1078,2,,179470,
319,2,109425,,
1253,12,152608,,14067
740,8,50560,,
282,6,,270170,
1283,12,,170067,16714
404,1,65822,,
682,11,61117,,22689
442,1,,252310,
1462,1,147162,,
840,1,171842,,
1544,2,69350,,
1284,1,140939,,
1366,11,48339,,22234
455,1,99475,,17321
1430,10,79725,,
438,11,117306,,
912,2,136293,,
838,9,196020,,
436,4,,,
352,5,140715,,
238,12,157691,,
1245,4,167858,,
691,8,,241598,
247,11,93649,,
289,6,155835,,
190,1,38531,,
811,5,,,21275
1203,3,50132,,
1577,2,189161,,
1432,7,157185,,
158,7,194677,,
20,1,,89677,
112,12,131492,,38281
122,1,156007,,36896
1258,1,148701,,
1315,8,124306,,
634,8,99168,,
238,5,121097,,
453,10,87199,,19780
4,12,122559,,42200
428,11,94287,,25413
1116,9,136860,,
1530,10,,,
1246,11,,129623,32757
1396,1,185155,,34425
333,11,145808,,
114,4,94006,,36396
1268,1,,,
1562,10,169329,,
879,12,192762,,
1327,1,34369,,
203,1,69441,,
1563,6,29455,,
859,7,182226,,
553,5,110654,,
996,8,,119613,
931,12,89994,,
1143,3,150014,,31081
1482,11,173855,,27335
10,10,16556,,
648,6,178864,,5657
1164,10,84492,,43922
1493,9,45807,,
1595,1,105019,,41062
278,1,194569,,
763,2,47907,,
96,11,70536,,
830,1,131900,,
115,12,173818,,
1035,11,90567,,16080
1546,7,,84536,38969
1164,2,116208,,29819
782,4,89920,,
1063,1,41374,,
836,11,136813,,
1240,1,25325,,28608
1294,1,,70945,21136
1159,12,,,26500
483,6,,,
954,10,57340,,
1418,1,24927,,
504,12,,,16512
785,2,42496,,
391,11,29036,,6803
476,6,171160,,
1550,4,180780,,15397
833,9,179879,,
454,1,80627,,
1596,7,59497,,10424
1271,6,131148,,
62,10,99010,,
110,7,52020,,
427,6,,178725,44217
911,11,128574,,21331
130,8,40569,,
765,5,20607,,43376
1487,1,177567,,
228,3,119345,,
134,11,72207,,
217,3,53708,,25014
335,1,45898,,5534
76,5,137701,,22051
448,6,121694,,13794
1340,2,177269,,23358
593,5,112284,,44438
1302,6,59123,,
960,11,135451,,
682,4,90066,,14753
1112,1,162957,,41443
352,8,179577,,
827,10,,263928,
1124,7,133376,,26778
1335,11,194886,,21314
23,9,100953,,42521
97,3,,235702,
705,2,38838,,
616,1,,288116,
986,2,191678,,
1496,11,22493,,
474,1,103499,,
270,1,144443,,26598
1331,1,36969,,
209,5,191321,,
1230,5,72130,,
475,1,17491,,
844,6,,232396,
756,10,106217,,
1069,11,,209936,14977
897,7,138737,,
1569,11,121236,,
976,8,,151644,37211
65,1,60072,,
1620,8,,163485,
1021,7,139843,,22305
1049,10,28988,,21285
74,8,143787,,
491,2,138134,,19326
253,5,36593,,
442,9,,133611,
880,1,,142823,39825
724,8,134974,,16944
710,1,140931,,6366
245,10,,166256,
1343,2,51822,,
1632,3,,,34509
1083,11,169767,,27457
159,11,53541,,
326,9,151122,,
1475,10,111596,,24898
1261,1,15895,,
1537,3,40259,,12329
1316,1,107746,,
921,12,106756,,15495
1381,3,92543,,
1589,2,134117,,
303,10,148131,,
990,1,138635,,11700
648,5,25124,,26390
453,11,145006,,12810
1625,12,,,6919
298,7,170064,,
557,4,194095,,6422
449,9,,,
746,2,,284473,15382
762,10,74537,,
856,4,127025,,
1374,2,,,
748,11,163363,,
264,10,175712,,
231,5,161361,,
203,2,113152,,
71,12,94986,,17789
28,2,183789,,36883
298,1,144240,,
1274,2,169296,,
114,5,125487,,7302
1433,11,,225213,
631,4,59569,,
1212,5,,60362,20170
1382,1,,226870,
107,1,188626,,
527,4,175191,,
54,5,90006,,
319,10,35710,,
1328,9,59889,,
1319,3,54954,,11485
1070,10,37342,,
577,7,148502,,
64,7,,227186,14686
491,10,159992,,27898
1070,1,171216,,
614,1,149810,,44716
1442,1,84758,,
735,10,183272,,
552,9,33348,,15635
176,1,18922,,
1402,7,129843,,
1509,11,44489,,8479
116,11,94331,,13176
710,12,114142,,6051
